DayType,Line,Direction,TimePeriod,Trips,Period_Average_Headway
1,209,N,1_Early_AM,1,360.0
1,209,N,2_AM_Peak,4,45.0
1,209,N,3_Mid-Day,6,60.0
1,209,N,4_PM_Peak,4,60.0
1,209,N,5_Night,2,150.0
1,209,S,2_AM_Peak,4,45.0
1,209,S,3_Mid-Day,6,60.0
1,209,S,4_PM_Peak,5,48.0
1,209,S,5_Night,2,150.0
1,210,N,1_Early_AM,5,72.0
1,210,N,2_AM_Peak,16,11.3
1,210,N,3_Mid-Day,21,17.1
1,210,N,4_PM_Peak,15,16.0
1,210,N,5_Night,9,33.3
1,210,S,1_Early_AM,5,72.0
1,210,S,2_AM_Peak,13,13.8
1,210,S,3_Mid-Day,20,18.0
1,210,S,4_PM_Peak,20,12.0
1,210,S,5_Night,10,30.0
1,211,N,2_AM_Peak,7,25.7
1,211,N,3_Mid-Day,1,360.0
1,211,N,4_PM_Peak,7,34.3
1,211,S,1_Early_AM,1,360.0
1,211,S,2_AM_Peak,5,36.0
1,211,S,3_Mid-Day,1,360.0
1,211,S,4_PM_Peak,8,30.0
1,212,N,1_Early_AM,6,60.0
1,212,N,2_AM_Peak,26,6.9
1,212,N,3_Mid-Day,31,11.6
1,212,N,4_PM_Peak,18,13.3
1,212,N,5_Night,9,33.3
1,212,S,1_Early_AM,5,72.0
1,212,S,2_AM_Peak,14,12.9
1,212,S,3_Mid-Day,31,11.6
1,212,S,4_PM_Peak,30,8.0
1,212,S,5_Night,15,20.0
1,217,N,1_Early_AM,8,45.0
1,217,N,2_AM_Peak,11,16.4
1,217,N,3_Mid-Day,24,15.0
1,217,N,4_PM_Peak,19,12.6
1,217,N,5_Night,15,20.0
1,217,S,1_Early_AM,7,51.4
1,217,S,2_AM_Peak,11,16.4
1,217,S,3_Mid-Day,24,15.0
1,217,S,4_PM_Peak,21,11.4
1,217,S,5_Night,13,23.1
1,218,N,2_AM_Peak,5,36.0
1,218,N,3_Mid-Day,11,32.7
1,218,N,4_PM_Peak,7,34.3
1,218,N,5_Night,4,75.0
1,218,S,1_Early_AM,1,360.0
1,218,S,2_AM_Peak,6,30.0
1,218,S,3_Mid-Day,10,36.0
1,218,S,4_PM_Peak,8,30.0
1,218,S,5_Night,3,100.0
1,220,N,2_AM_Peak,3,60.0
1,220,N,3_Mid-Day,6,60.0
1,220,N,4_PM_Peak,4,60.0
1,220,N,5_Night,1,300.0
1,220,S,1_Early_AM,1,360.0
1,220,S,2_AM_Peak,3,60.0
1,220,S,3_Mid-Day,6,60.0
1,220,S,4_PM_Peak,4,60.0
1,222,N,1_Early_AM,2,180.0
1,222,N,2_AM_Peak,7,25.7
1,222,N,3_Mid-Day,6,60.0
1,222,N,4_PM_Peak,6,40.0
1,222,N,5_Night,6,50.0
1,222,S,1_Early_AM,4,90.0
1,222,S,2_AM_Peak,4,45.0
1,222,S,3_Mid-Day,6,60.0
1,222,S,4_PM_Peak,8,30.0
1,222,S,5_Night,6,50.0
1,224,N,1_Early_AM,7,51.4
1,224,N,2_AM_Peak,14,12.9
1,224,N,3_Mid-Day,19,18.9
1,224,N,4_PM_Peak,19,12.6
1,224,N,5_Night,18,16.7
1,224,S,1_Early_AM,8,45.0
1,224,S,2_AM_Peak,17,10.6
1,224,S,3_Mid-Day,19,18.9
1,224,S,4_PM_Peak,17,14.1
1,224,S,5_Night,10,30.0
1,230,N,1_Early_AM,1,360.0
1,230,N,2_AM_Peak,9,20.0
1,230,N,3_Mid-Day,11,32.7
1,230,N,4_PM_Peak,13,18.5
1,230,N,5_Night,5,60.0
1,230,S,1_Early_AM,2,180.0
1,230,S,2_AM_Peak,10,18.0
1,230,S,3_Mid-Day,12,30.0
1,230,S,4_PM_Peak,9,26.7
1,230,S,5_Night,4,75.0
1,232,N,1_Early_AM,2,180.0
1,232,N,2_AM_Peak,13,13.8
1,232,N,3_Mid-Day,13,27.7
1,232,N,4_PM_Peak,12,20.0
1,232,N,5_Night,5,60.0
1,232,S,1_Early_AM,3,120.0
1,232,S,2_AM_Peak,9,20.0
1,232,S,3_Mid-Day,14,25.7
1,232,S,4_PM_Peak,14,17.1
1,232,S,5_Night,5,60.0
1,233,N,1_Early_AM,4,90.0
1,233,N,2_AM_Peak,13,13.8
1,233,N,3_Mid-Day,24,15.0
1,233,N,4_PM_Peak,18,13.3
1,233,N,5_Night,11,27.3
1,233,S,1_Early_AM,7,51.4
1,233,S,2_AM_Peak,14,12.9
1,233,S,3_Mid-Day,25,14.4
1,233,S,4_PM_Peak,16,15.0
1,233,S,5_Night,10,30.0
1,234,N,1_Early_AM,1,360.0
1,234,N,2_AM_Peak,9,20.0
1,234,N,3_Mid-Day,13,27.7
1,234,N,4_PM_Peak,12,20.0
1,234,N,5_Night,9,33.3
1,234,S,1_Early_AM,3,120.0
1,234,S,2_AM_Peak,10,18.0
1,234,S,3_Mid-Day,13,27.7
1,234,S,4_PM_Peak,9,26.7
1,234,S,5_Night,6,50.0
1,236,E,1_Early_AM,1,360.0
1,236,E,2_AM_Peak,6,30.0
1,236,E,3_Mid-Day,12,30.0
1,236,E,4_PM_Peak,10,24.0
1,236,E,5_Night,4,75.0
1,236,W,2_AM_Peak,8,22.5
1,236,W,3_Mid-Day,12,30.0
1,236,W,4_PM_Peak,8,30.0
1,236,W,5_Night,3,100.0
1,239,N,1_Early_AM,1,360.0
1,239,N,2_AM_Peak,3,60.0
1,239,N,3_Mid-Day,6,60.0
1,239,N,4_PM_Peak,4,60.0
1,239,N,5_Night,1,300.0
1,239,S,2_AM_Peak,3,60.0
1,239,S,3_Mid-Day,6,60.0
1,239,S,4_PM_Peak,5,48.0
1,239,S,5_Night,2,150.0
1,243,E,1_Early_AM,1,360.0
1,243,E,2_AM_Peak,6,30.0
1,243,E,3_Mid-Day,6,60.0
1,243,E,4_PM_Peak,5,48.0
1,243,E,5_Night,1,300.0
1,243,W,1_Early_AM,1,360.0
1,243,W,2_AM_Peak,4,45.0
1,243,W,3_Mid-Day,7,51.4
1,243,W,4_PM_Peak,6,40.0
1,243,W,5_Night,1,300.0
1,245,E,1_Early_AM,2,180.0
1,245,E,2_AM_Peak,13,13.8
1,245,E,3_Mid-Day,8,45.0
1,245,E,4_PM_Peak,9,26.7
1,245,E,5_Night,2,150.0
1,245,W,1_Early_AM,2,180.0
1,245,W,2_AM_Peak,9,20.0
1,245,W,3_Mid-Day,8,45.0
1,245,W,4_PM_Peak,11,21.8
1,245,W,5_Night,5,60.0
1,246,N,1_Early_AM,4,90.0
1,246,N,2_AM_Peak,7,25.7
1,246,N,3_Mid-Day,7,51.4
1,246,N,4_PM_Peak,8,30.0
1,246,N,5_Night,6,50.0
1,246,S,1_Early_AM,5,72.0
1,246,S,2_AM_Peak,7,25.7
1,246,S,3_Mid-Day,6,60.0
1,246,S,4_PM_Peak,8,30.0
1,246,S,5_Night,7,42.9
1,251,N,1_Early_AM,8,45.0
1,251,N,2_AM_Peak,11,16.4
1,251,N,3_Mid-Day,18,20.0
1,251,N,4_PM_Peak,12,20.0
1,251,N,5_Night,7,42.9
1,251,S,1_Early_AM,9,40.0
1,251,S,2_AM_Peak,11,16.4
1,251,S,3_Mid-Day,19,18.9
1,251,S,4_PM_Peak,12,20.0
1,251,S,5_Night,7,42.9
1,252,N,1_Early_AM,3,120.0
1,252,N,2_AM_Peak,8,22.5
1,252,N,3_Mid-Day,9,40.0
1,252,N,4_PM_Peak,11,21.8
1,252,N,5_Night,3,100.0
1,252,S,1_Early_AM,4,90.0
1,252,S,2_AM_Peak,7,25.7
1,252,S,3_Mid-Day,9,40.0
1,252,S,4_PM_Peak,9,26.7
1,252,S,5_Night,2,150.0
1,254,N,1_Early_AM,3,120.0
1,254,N,2_AM_Peak,3,60.0
1,254,N,3_Mid-Day,6,60.0
1,254,N,4_PM_Peak,5,48.0
1,254,S,1_Early_AM,1,360.0
1,254,S,2_AM_Peak,4,45.0
1,254,S,3_Mid-Day,6,60.0
1,254,S,4_PM_Peak,4,60.0
1,254,S,5_Night,2,150.0
1,256,N,1_Early_AM,1,360.0
1,256,N,2_AM_Peak,4,45.0
1,256,N,3_Mid-Day,8,45.0
1,256,N,4_PM_Peak,5,48.0
1,256,N,5_Night,4,75.0
1,256,S,2_AM_Peak,5,36.0
1,256,S,3_Mid-Day,8,45.0
1,256,S,4_PM_Peak,5,48.0
1,256,S,5_Night,4,75.0
1,258,N,1_Early_AM,1,360.0
1,258,N,2_AM_Peak,5,36.0
1,258,N,3_Mid-Day,8,45.0
1,258,N,4_PM_Peak,6,40.0
1,258,S,2_AM_Peak,5,36.0
1,258,S,3_Mid-Day,8,45.0
1,258,S,4_PM_Peak,6,40.0
1,258,S,5_Night,1,300.0
1,260,N,1_Early_AM,4,90.0
1,260,N,2_AM_Peak,15,12.0
1,260,N,3_Mid-Day,19,18.9
1,260,N,4_PM_Peak,13,18.5
1,260,N,5_Night,6,50.0
1,260,S,1_Early_AM,4,90.0
1,260,S,2_AM_Peak,11,16.4
1,260,S,3_Mid-Day,20,18.0
1,260,S,4_PM_Peak,16,15.0
1,260,S,5_Night,7,42.9
1,265,N,1_Early_AM,1,360.0
1,265,N,2_AM_Peak,5,36.0
1,265,N,3_Mid-Day,7,51.4
1,265,N,4_PM_Peak,5,48.0
1,265,N,5_Night,2,150.0
1,265,S,2_AM_Peak,5,36.0
1,265,S,3_Mid-Day,8,45.0
1,265,S,4_PM_Peak,4,60.0
1,265,S,5_Night,3,100.0
1,266,N,1_Early_AM,1,360.0
1,266,N,2_AM_Peak,5,36.0
1,266,N,3_Mid-Day,10,36.0
1,266,N,4_PM_Peak,8,30.0
1,266,N,5_Night,4,75.0
1,266,S,1_Early_AM,2,180.0
1,266,S,2_AM_Peak,5,36.0
1,266,S,3_Mid-Day,10,36.0
1,266,S,4_PM_Peak,7,34.3
1,266,S,5_Night,4,75.0
1,267,N,2_AM_Peak,9,20.0
1,267,N,3_Mid-Day,18,20.0
1,267,N,4_PM_Peak,11,21.8
1,267,N,5_Night,5,60.0
1,267,S,1_Early_AM,2,180.0
1,267,S,2_AM_Peak,8,22.5
1,267,S,3_Mid-Day,18,20.0
1,267,S,4_PM_Peak,11,21.8
1,267,S,5_Night,4,75.0
1,268,N,1_Early_AM,1,360.0
1,268,N,2_AM_Peak,6,30.0
1,268,N,3_Mid-Day,6,60.0
1,268,N,4_PM_Peak,12,20.0
1,268,N,5_Night,2,150.0
1,268,S,1_Early_AM,2,180.0
1,268,S,2_AM_Peak,11,16.4
1,268,S,3_Mid-Day,6,60.0
1,268,S,4_PM_Peak,8,30.0
1,268,S,5_Night,4,75.0
1,270,N,1_Early_AM,2,180.0
1,270,N,2_AM_Peak,4,45.0
1,270,N,3_Mid-Day,12,30.0
1,270,N,4_PM_Peak,7,34.3
1,270,N,5_Night,2,150.0
1,270,S,1_Early_AM,1,360.0
1,270,S,2_AM_Peak,8,22.5
1,270,S,3_Mid-Day,8,45.0
1,270,S,4_PM_Peak,5,48.0
1,270,S,5_Night,2,150.0
1,292,N,1_Early_AM,3,120.0
1,292,N,2_AM_Peak,7,25.7
1,292,N,3_Mid-Day,12,30.0
1,292,N,4_PM_Peak,9,26.7
1,292,N,5_Night,6,50.0
1,292,S,1_Early_AM,6,60.0
1,292,S,2_AM_Peak,6,30.0
1,292,S,3_Mid-Day,12,30.0
1,292,S,4_PM_Peak,10,24.0
1,292,S,5_Night,7,42.9
1,344,N,1_Early_AM,1,360.0
1,344,N,2_AM_Peak,6,30.0
1,344,N,3_Mid-Day,7,51.4
1,344,N,4_PM_Peak,10,24.0
1,344,N,5_Night,2,150.0
1,344,S,1_Early_AM,1,360.0
1,344,S,2_AM_Peak,10,18.0
1,344,S,3_Mid-Day,6,60.0
1,344,S,4_PM_Peak,6,40.0
1,344,S,5_Night,2,150.0
1,442,N,2_AM_Peak,5,36.0
1,442,S,4_PM_Peak,5,48.0
1,450,N,1_Early_AM,1,360.0
1,450,N,2_AM_Peak,10,18.0
1,450,N,3_Mid-Day,6,60.0
1,450,N,4_PM_Peak,11,21.8
1,450,N,5_Night,1,300.0
1,450,S,2_AM_Peak,9,20.0
1,450,S,3_Mid-Day,7,51.4
1,450,S,4_PM_Peak,12,20.0
1,450,S,5_Night,3,100.0
1,460,E,1_Early_AM,3,120.0
1,460,E,2_AM_Peak,10,18.0
1,460,E,3_Mid-Day,13,27.7
1,460,E,4_PM_Peak,9,26.7
1,460,E,5_Night,7,42.9
1,460,W,1_Early_AM,5,72.0
1,460,W,2_AM_Peak,8,22.5
1,460,W,3_Mid-Day,13,27.7
1,460,W,4_PM_Peak,10,24.0
1,460,W,5_Night,9,33.3
1,485,N,2_AM_Peak,5,36.0
1,485,N,3_Mid-Day,7,51.4
1,485,N,4_PM_Peak,5,48.0
1,485,N,5_Night,4,75.0
1,485,S,1_Early_AM,1,360.0
1,485,S,2_AM_Peak,4,45.0
1,485,S,3_Mid-Day,8,45.0
1,485,S,4_PM_Peak,6,40.0
1,485,S,5_Night,3,100.0
1,487,E,1_Early_AM,1,360.0
1,487,E,2_AM_Peak,6,30.0
1,487,E,3_Mid-Day,9,40.0
1,487,E,4_PM_Peak,16,15.0
1,487,E,5_Night,5,60.0
1,487,W,2_AM_Peak,17,10.6
1,487,W,3_Mid-Day,9,40.0
1,487,W,4_PM_Peak,7,34.3
1,487,W,5_Night,4,75.0
1,534,E,2_AM_Peak,7,25.7
1,534,E,3_Mid-Day,13,27.7
1,534,E,4_PM_Peak,14,17.1
1,534,E,5_Night,4,75.0
1,534,W,1_Early_AM,3,120.0
1,534,W,2_AM_Peak,14,12.9
1,534,W,3_Mid-Day,12,30.0
1,534,W,4_PM_Peak,7,34.3
1,534,W,5_Night,2,150.0
1,550,N,1_Early_AM,2,180.0
1,550,N,2_AM_Peak,6,30.0
1,550,N,3_Mid-Day,7,51.4
1,550,N,4_PM_Peak,7,34.3
1,550,N,5_Night,5,60.0
1,550,S,1_Early_AM,1,360.0
1,550,S,2_AM_Peak,5,36.0
1,550,S,3_Mid-Day,7,51.4
1,550,S,4_PM_Peak,7,34.3
1,550,S,5_Night,5,60.0
1,577,N,1_Early_AM,1,360.0
1,577,N,2_AM_Peak,4,45.0
1,577,N,3_Mid-Day,8,45.0
1,577,N,4_PM_Peak,5,48.0
1,577,N,5_Night,5,60.0
1,577,S,1_Early_AM,2,180.0
1,577,S,2_AM_Peak,4,45.0
1,577,S,3_Mid-Day,8,45.0
1,577,S,4_PM_Peak,6,40.0
1,577,S,5_Night,3,100.0
1,603,N,1_Early_AM,2,180.0
1,603,N,2_AM_Peak,17,10.6
1,603,N,3_Mid-Day,19,18.9
1,603,N,4_PM_Peak,21,11.4
1,603,N,5_Night,10,30.0
1,603,S,1_Early_AM,1,360.0
1,603,S,2_AM_Peak,16,11.3
1,603,S,3_Mid-Day,19,18.9
1,603,S,4_PM_Peak,22,10.9
1,603,S,5_Night,10,30.0
1,605,N,1_Early_AM,1,360.0
1,605,N,2_AM_Peak,11,16.4
1,605,N,3_Mid-Day,16,22.5
1,605,N,4_PM_Peak,16,15.0
1,605,N,5_Night,1,300.0
1,605,S,1_Early_AM,2,180.0
1,605,S,2_AM_Peak,11,16.4
1,605,S,3_Mid-Day,16,22.5
1,605,S,4_PM_Peak,16,15.0
1,605,S,5_Night,1,300.0
1,607,C,2_AM_Peak,4,45.0
1,607,C,3_Mid-Day,1,360.0
1,607,C,4_PM_Peak,4,60.0
1,607,C,5_Night,1,300.0
1,611,C,1_Early_AM,2,180.0
1,611,C,2_AM_Peak,4,45.0
1,611,C,3_Mid-Day,6,60.0
1,611,C,4_PM_Peak,5,48.0
1,611,C,5_Night,3,100.0
1,611,CC,1_Early_AM,1,360.0
1,611,CC,2_AM_Peak,4,45.0
1,611,CC,3_Mid-Day,6,60.0
1,611,CC,4_PM_Peak,5,48.0
1,611,CC,5_Night,4,75.0
1,612,C,1_Early_AM,1,360.0
1,612,C,2_AM_Peak,3,60.0
1,612,C,3_Mid-Day,6,60.0
1,612,C,4_PM_Peak,4,60.0
1,612,C,5_Night,5,60.0
1,612,CC,1_Early_AM,1,360.0
1,612,CC,2_AM_Peak,3,60.0
1,612,CC,3_Mid-Day,6,60.0
1,612,CC,4_PM_Peak,4,60.0
1,612,CC,5_Night,5,60.0
1,620,CC,2_AM_Peak,3,60.0
1,620,CC,3_Mid-Day,6,60.0
1,620,CC,4_PM_Peak,4,60.0
1,620,CC,5_Night,2,150.0
1,625,E,1_Early_AM,2,180.0
1,625,E,2_AM_Peak,8,22.5
1,625,E,3_Mid-Day,2,180.0
1,625,E,4_PM_Peak,10,24.0
1,625,E,5_Night,2,150.0
1,625,W,1_Early_AM,3,120.0
1,625,W,2_AM_Peak,7,25.7
1,625,W,3_Mid-Day,2,180.0
1,625,W,4_PM_Peak,10,24.0
1,625,W,5_Night,2,150.0
1,665,E,1_Early_AM,1,360.0
1,665,E,2_AM_Peak,4,45.0
1,665,E,3_Mid-Day,8,45.0
1,665,E,4_PM_Peak,6,40.0
1,665,E,5_Night,2,150.0
1,665,W,1_Early_AM,1,360.0
1,665,W,2_AM_Peak,4,45.0
1,665,W,3_Mid-Day,9,40.0
1,665,W,4_PM_Peak,6,40.0
1,665,W,5_Night,2,150.0
1,685,N,1_Early_AM,1,360.0
1,685,N,2_AM_Peak,6,30.0
1,685,N,3_Mid-Day,12,30.0
1,685,N,4_PM_Peak,8,30.0
1,685,N,5_Night,3,100.0
1,685,S,2_AM_Peak,6,30.0
1,685,S,3_Mid-Day,12,30.0
1,685,S,4_PM_Peak,8,30.0
1,685,S,5_Night,3,100.0
1,687,N,1_Early_AM,1,360.0
1,687,N,2_AM_Peak,9,20.0
1,687,N,3_Mid-Day,18,20.0
1,687,N,4_PM_Peak,13,18.5
1,687,N,5_Night,9,33.3
1,687,S,1_Early_AM,2,180.0
1,687,S,2_AM_Peak,9,20.0
1,687,S,3_Mid-Day,18,20.0
1,687,S,4_PM_Peak,13,18.5
1,687,S,5_Night,7,42.9
1,704,E,2_AM_Peak,10,18.0
1,704,E,3_Mid-Day,18,20.0
1,704,E,4_PM_Peak,21,11.4
1,704,E,5_Night,5,60.0
1,704,W,2_AM_Peak,16,11.3
1,704,W,3_Mid-Day,20,18.0
1,704,W,4_PM_Peak,14,17.1
1,704,W,5_Night,4,75.0
1,705,N,1_Early_AM,2,180.0
1,705,N,2_AM_Peak,15,12.0
1,705,N,3_Mid-Day,13,27.7
1,705,N,4_PM_Peak,15,16.0
1,705,N,5_Night,4,75.0
1,705,S,1_Early_AM,2,180.0
1,705,S,2_AM_Peak,11,16.4
1,705,S,3_Mid-Day,13,27.7
1,705,S,4_PM_Peak,16,15.0
1,705,S,5_Night,4,75.0
1,710,N,1_Early_AM,1,360.0
1,710,N,2_AM_Peak,16,11.3
1,710,N,3_Mid-Day,20,18.0
1,710,N,4_PM_Peak,15,16.0
1,710,N,5_Night,5,60.0
1,710,S,1_Early_AM,1,360.0
1,710,S,2_AM_Peak,14,12.9
1,710,S,3_Mid-Day,20,18.0
1,710,S,4_PM_Peak,20,12.0
1,710,S,5_Night,5,60.0
1,720,E,1_Early_AM,9,40.0
1,720,E,2_AM_Peak,18,10.0
1,720,E,3_Mid-Day,44,8.2
1,720,E,4_PM_Peak,69,3.5
1,720,E,5_Night,32,9.4
1,720,W,1_Early_AM,14,25.7
1,720,W,2_AM_Peak,60,3.0
1,720,W,3_Mid-Day,56,6.4
1,720,W,4_PM_Peak,29,8.3
1,720,W,5_Night,20,15.0
1,728,E,1_Early_AM,2,180.0
1,728,E,2_AM_Peak,12,15.0
1,728,E,3_Mid-Day,13,27.7
1,728,E,4_PM_Peak,18,13.3
1,728,E,5_Night,4,75.0
1,728,W,1_Early_AM,2,180.0
1,728,W,2_AM_Peak,15,12.0
1,728,W,3_Mid-Day,13,27.7
1,728,W,4_PM_Peak,14,17.1
1,728,W,5_Night,4,75.0
1,733,E,1_Early_AM,2,180.0
1,733,E,2_AM_Peak,9,20.0
1,733,E,3_Mid-Day,16,22.5
1,733,E,4_PM_Peak,22,10.9
1,733,E,5_Night,12,25.0
1,733,W,1_Early_AM,2,180.0
1,733,W,2_AM_Peak,20,9.0
1,733,W,3_Mid-Day,22,16.4
1,733,W,4_PM_Peak,15,16.0
1,733,W,5_Night,10,30.0
1,734,N,1_Early_AM,1,360.0
1,734,N,2_AM_Peak,9,20.0
1,734,N,3_Mid-Day,9,40.0
1,734,N,4_PM_Peak,13,18.5
1,734,N,5_Night,5,60.0
1,734,S,1_Early_AM,2,180.0
1,734,S,2_AM_Peak,12,15.0
1,734,S,3_Mid-Day,10,36.0
1,734,S,4_PM_Peak,11,21.8
1,734,S,5_Night,3,100.0
1,740,N,1_Early_AM,4,90.0
1,740,N,2_AM_Peak,10,18.0
1,740,N,3_Mid-Day,12,30.0
1,740,N,4_PM_Peak,13,18.5
1,740,N,5_Night,3,100.0
1,740,S,1_Early_AM,1,360.0
1,740,S,2_AM_Peak,12,15.0
1,740,S,3_Mid-Day,12,30.0
1,740,S,4_PM_Peak,12,20.0
1,740,S,5_Night,5,60.0
1,741,N,1_Early_AM,1,360.0
1,741,N,2_AM_Peak,11,16.4
1,741,N,3_Mid-Day,13,27.7
1,741,N,4_PM_Peak,14,17.1
1,741,N,5_Night,4,75.0
1,741,S,1_Early_AM,2,180.0
1,741,S,2_AM_Peak,11,16.4
1,741,S,3_Mid-Day,14,25.7
1,741,S,4_PM_Peak,13,18.5
1,741,S,5_Night,4,75.0
1,745,N,1_Early_AM,2,180.0
1,745,N,2_AM_Peak,29,6.2
1,745,N,3_Mid-Day,18,20.0
1,745,N,4_PM_Peak,17,14.1
1,745,N,5_Night,4,75.0
1,745,S,1_Early_AM,2,180.0
1,745,S,2_AM_Peak,13,13.8
1,745,S,3_Mid-Day,18,20.0
1,745,S,4_PM_Peak,21,11.4
1,745,S,5_Night,6,50.0
1,750,E,1_Early_AM,1,360.0
1,750,E,2_AM_Peak,12,15.0
1,750,E,3_Mid-Day,12,30.0
1,750,E,4_PM_Peak,17,14.1
1,750,E,5_Night,5,60.0
1,750,W,1_Early_AM,2,180.0
1,750,W,2_AM_Peak,19,9.5
1,750,W,3_Mid-Day,15,24.0
1,750,W,4_PM_Peak,18,13.3
1,750,W,5_Night,9,33.3
1,751,N,1_Early_AM,1,360.0
1,751,N,2_AM_Peak,11,16.4
1,751,N,3_Mid-Day,15,24.0
1,751,N,4_PM_Peak,16,15.0
1,751,N,5_Night,3,100.0
1,751,S,1_Early_AM,4,90.0
1,751,S,2_AM_Peak,12,15.0
1,751,S,3_Mid-Day,16,22.5
1,751,S,4_PM_Peak,14,17.1
1,751,S,5_Night,1,300.0
1,754,N,1_Early_AM,3,120.0
1,754,N,2_AM_Peak,29,6.2
1,754,N,3_Mid-Day,26,13.8
1,754,N,4_PM_Peak,28,8.6
1,754,N,5_Night,7,42.9
1,754,S,1_Early_AM,2,180.0
1,754,S,2_AM_Peak,25,7.2
1,754,S,3_Mid-Day,25,14.4
1,754,S,4_PM_Peak,35,6.9
1,754,S,5_Night,7,42.9
1,757,N,2_AM_Peak,19,9.5
1,757,N,3_Mid-Day,25,14.4
1,757,N,4_PM_Peak,22,10.9
1,757,N,5_Night,1,300.0
1,757,S,2_AM_Peak,14,12.9
1,757,S,3_Mid-Day,24,15.0
1,757,S,4_PM_Peak,25,9.6
1,757,S,5_Night,2,150.0
1,760,N,1_Early_AM,2,180.0
1,760,N,2_AM_Peak,16,11.3
1,760,N,3_Mid-Day,16,22.5
1,760,N,4_PM_Peak,14,17.1
1,760,N,5_Night,3,100.0
1,760,S,1_Early_AM,2,180.0
1,760,S,2_AM_Peak,12,15.0
1,760,S,3_Mid-Day,15,24.0
1,760,S,4_PM_Peak,18,13.3
1,760,S,5_Night,3,100.0
1,761,N,2_AM_Peak,9,20.0
1,761,N,3_Mid-Day,17,21.2
1,761,N,4_PM_Peak,19,12.6
1,761,N,5_Night,9,33.3
1,761,S,1_Early_AM,3,120.0
1,761,S,2_AM_Peak,17,10.6
1,761,S,3_Mid-Day,18,20.0
1,761,S,4_PM_Peak,13,18.5
1,761,S,5_Night,3,100.0
1,762,N,1_Early_AM,1,360.0
1,762,N,2_AM_Peak,9,20.0
1,762,N,3_Mid-Day,12,30.0
1,762,N,4_PM_Peak,9,26.7
1,762,N,5_Night,2,150.0
1,762,S,1_Early_AM,1,360.0
1,762,S,2_AM_Peak,7,25.7
1,762,S,3_Mid-Day,12,30.0
1,762,S,4_PM_Peak,9,26.7
1,762,S,5_Night,3,100.0
1,770,E,1_Early_AM,2,180.0
1,770,E,2_AM_Peak,11,16.4
1,770,E,3_Mid-Day,24,15.0
1,770,E,4_PM_Peak,19,12.6
1,770,E,5_Night,4,75.0
1,770,W,1_Early_AM,2,180.0
1,770,W,2_AM_Peak,14,12.9
1,770,W,3_Mid-Day,24,15.0
1,770,W,4_PM_Peak,15,16.0
1,770,W,5_Night,4,75.0
1,780,E,2_AM_Peak,16,11.3
1,780,E,3_Mid-Day,14,25.7
1,780,E,4_PM_Peak,18,13.3
1,780,E,5_Night,4,75.0
1,780,W,1_Early_AM,1,360.0
1,780,W,2_AM_Peak,14,12.9
1,780,W,3_Mid-Day,16,22.5
1,780,W,4_PM_Peak,18,13.3
1,780,W,5_Night,1,300.0
1,794,N,1_Early_AM,2,180.0
1,794,N,2_AM_Peak,9,20.0
1,794,N,3_Mid-Day,12,30.0
1,794,N,4_PM_Peak,10,24.0
1,794,N,5_Night,3,100.0
1,794,S,1_Early_AM,1,360.0
1,794,S,2_AM_Peak,9,20.0
1,794,S,3_Mid-Day,12,30.0
1,794,S,4_PM_Peak,11,21.8
1,794,S,5_Night,2,150.0
1,901,E,1_Early_AM,18,20.0
1,901,E,2_AM_Peak,51,3.5
1,901,E,3_Mid-Day,50,7.2
1,901,E,4_PM_Peak,61,3.9
1,901,E,5_Night,20,15.0
1,901,W,1_Early_AM,10,36.0
